source,id,text,researcher,year,aggressive,hate
twitter,-,"RT @user Se você não acha isso lindo, se você não acha isso arte vc é muito fascista... https://t.co/VhkdJqsvsm",fortuna et al,2019,0,0
twitter,-,RT @user Existem dois tipos de homem https://t.co/SD4JfXgOh5,fortuna et al,2019,0,0
twitter,-,"RT @user 13 anos:
- mãe finalmente minha menstruação veio
- larga de ser besta, tu furou o cu no prego da cadeira, wagner",fortuna et al,2019,0,0
twitter,-,"“Apropriação de culturas árabes: não é moda, é pacto narcísico” by @user https://t.co/HL8dkqPrym",fortuna et al,2019,0,0
twitter,-,"Não se iludam: um dia isto chegará Portugal. Só votando #PNR se vai evitar esta invasão.
@user 
https://t.co/HyjExlPhM3",fortuna et al,2019,0,0
twitter,-,Prisão de Caxias ligou para o 112 quando detectou fuga dos chilenos. Foi uma sorte não terem mandado a PSP cercar a Praça do Chile...,fortuna et al,2019,0,0
twitter,-,"Estocolmo: capital das violações! As mulheres andam com medo e mudam hábitos de vida. ""Welcome R(ap)efugees""? _ https://t.co/BxSrVriKNC",fortuna et al,2019,1,1
twitter,-,"E este livro existe a muito tempo, vejam como eles escolhem a dedo ,material para desconstruir a identidade e a... https://t.co/18FI44ei7D",fortuna et al,2019,0,0
twitter,-,"RT @user Liberal demais 
MBL entrou na política, na velha política https://t.co/fw4rnPHUer",fortuna et al,2019,0,0
twitter,-,"@user @user @user 
Sim, num país, à data, já cheio de muçulmanos. Hoje está bem pior!",fortuna et al,2019,0,0
twitter,-,"RT @user Vendo sua popularidade despencar e a debandada de seus seguidores, Reinaldo Azevedo agora afaga a esquerda para ver se co _",fortuna et al,2019,0,0
twitter,-,MULHERÃO DA PORRA. VÉIO https://t.co/otxnHF2Jas,fortuna et al,2019,0,0
twitter,-,"QUANTA IRRESPONSABILIDADE, DEVE TER MATADO A FAMÍLIA DE DESGOSTO https://t.co/GuzZdgqlCx",fortuna et al,2019,0,0
twitter,-,"Simplesmente maravilhosa.Nikki Haley, ex-governadora da Carolina do Sul e nova representante americana nas Nações... https://t.co/it2Nw82cOF",fortuna et al,2019,0,0
twitter,-,O que é intervenção CÍVICO MILITAR?Este vídeo me fez pensar.   https://t.co/8L06qY07KQ,fortuna et al,2019,0,0
twitter,-,"Só vou falar uma coisa sobre o Rep. Keith Ellison, em sua luta para liderar o CND, foi ele quem antecipou de antemã _ https://t.co/nDiUxdAGnJ",fortuna et al,2019,0,0
twitter,-,Me diverti muito no tour Smithsoniano do Museu Nacional da História e Cultura Afro Americana. Um grande trabalho de _ https://t.co/tRvVmIMnh5,fortuna et al,2019,0,0
twitter,-,"RT @user ESSA MULHER É FODA DEMAIS!! ELA DEVERIA SER EXEMPLO PRA TODAS AS. MULHERES NO MUNDO! 
 https://t.co/5Df30ionXx",fortuna et al,2019,0,0
twitter,-,"RT @user EXTRA! Achei a filha da Maria do Rosario
@user https://t.co/YRTG6sfamL",fortuna et al,2019,0,0
twitter,-," JOANA MARANHÃO
MARANHÃO
MARANHÃO
SÓ PERDE NA PISCINA
MELHOR FAZER TEXTÃO 
@user",fortuna et al,2019,0,0
twitter,-,RT @user Deus seja Louvado! https://t.co/XlYxPGssZh,fortuna et al,2019,0,0
twitter,-,FECHEM O JUDICIÁRIO BRASILEIRO!! FALAR A VERDADE AGORA DÁ MULTA! #paíspiada https://t.co/txhzaC1E4F,fortuna et al,2019,0,0
twitter,-,"Os bebés adoptados são c/ os telemóveis novos:
Qd os vamos buscar desesperamos se os deixamos cair.
Qd vemos 1 defeito,abrimos conta no OLX",fortuna et al,2019,0,0
twitter,-,"RT @user Não concordo em usar familiares para atacar adversários políticos, porém uma bandeira da @user é a educação dos _",fortuna et al,2019,0,0
twitter,-,Pode vir para o Brasil que ajudo a divulgar e trabalho de voluntária... https://t.co/5mZIqbJRjR,fortuna et al,2019,0,0
twitter,-,"Entenderam porque essa PRESIDENTA deveria ser CASSADA????Vivíamos no conto do vigário. A mentirosa compulsiva,... https://t.co/TtjTxqbjR3",fortuna et al,2019,0,0
twitter,-,Conservadores são os melhores. https://t.co/SQkVtDExAt,fortuna et al,2019,0,0
twitter,-,"Alexandres de Morais, é novo ministro do #STF. Somente 13 senadores votaram contra ele. 13 pessoal.kkkk https://t.co/aA4A555zlP",fortuna et al,2019,0,0
twitter,-,"Essa ,foi longe agora kkkkkk. https://t.co/ikdTXaR5FO",fortuna et al,2019,0,0
twitter,-,Acho que agora ela se perdeu de vez..Kkkkkkkkk que dó.... https://t.co/gt6t4iRyYv,fortuna et al,2019,0,0
twitter,-,"ANDEI LENDO AQUI NA REDE SOCIAL QUE O SR. ANDA ENGOLINDO MUITA COISA ULTIMAMENTE. O QUE  IMPORTA É SER FELIZ! 
ABRAÇO @user #PAZ",fortuna et al,2019,0,0
twitter,-,"FILMES PORNÔS, MASTURBAÇÃO E PUTEIRO.
OBRIGADO PELO PERGUNTA @user https://t.co/GwF1E0EJ3U",fortuna et al,2019,0,0
twitter,-,"De politicamente incorreto ao correto, Felipe Neto se enquadrou na moda atual do p. correto para ganhar grana dos o _ https://t.co/KVWjSYrL8f",fortuna et al,2019,0,0
twitter,-,"Felipe Neto era foda em meados de 2009/2010/2011, mandava bem no humor negro!
Virou um personagem bicha pra ganhar money da gayzada",fortuna et al,2019,1,1
twitter,-,"É ""caminhão que atropela"" e outras abobrinhas que a mídia solta... mídia suja, comprada, sem credibilidade nenhuma! https://t.co/5fLrJ7k0yt",fortuna et al,2019,0,0
twitter,-,"RT @user QUANTA IRRESPONSABILIDADE, DEVE TER MATADO A FAMÍLIA DE DESGOSTO https://t.co/GuzZdgqlCx",fortuna et al,2019,0,0
twitter,-,Agora vc pensa: Uma cidadã que não cuida da sua própria filha querer impor em sala de aula o que deve ser ensinado ao meu filho? Um absurdo.,fortuna et al,2019,0,0
twitter,-,"TÁ CERTA A MARIA DO CORSÁRIO, TEM QUE PROCESSAR ESSE CACHORRO SAFADO QUE ROUBOU O CIGARRINHO DA SUA INOCENTE FILHA. _ https://t.co/JacUZtm7i6",fortuna et al,2019,0,0
twitter,-,"Filha zé droga, ex-marido traficante, cunhado pedófilo. Essa são as pessoas que rodeiam @user deputada q _ https://t.co/pkysqKQDje",fortuna et al,2019,0,0
twitter,-,"Dizer que cu não reproduz pra social media do @user é ser homofóbico
Gayzada ta com o cu ardendo de pisc _ https://t.co/92x3hN2vt9",fortuna et al,2019,1,1
twitter,-,"@user eu só disse que cu não reproduz, não disse que pessoas são obrigadas a reproduzir....",fortuna et al,2019,0,0
twitter,-,"@user @user em vez de punir um cara por falar isso em rede nacional, seria melhor punir todos os agressores, não concorda?",fortuna et al,2019,0,0
twitter,-,"@user @user Nada justifica uma agressão a homossexuais,e homossexuais se matam entre si por ponto de droga,crimes passionais",fortuna et al,2019,0,0
twitter,-,"Há uma nova esperança para aqueles que já não conseguem esconder mais dinheiro no Panamá, a NASA acabou de descobrir 7 novos planetas!",fortuna et al,2019,0,0
twitter,-,@user @user nunca disse q héteros são santos...,fortuna et al,2019,0,0
twitter,-,"@user @user vi na página de um gay,ñ estou generalizando,quero dizer q gays não morrem pelo simples fato de ser gay apenas",fortuna et al,2019,0,0
twitter,-,"@user  mas eu não disse q são santos.. héteros tb matam, traí , furta, pessoas assim merecem pagar pelos crimes.. tá bom assim?",fortuna et al,2019,0,0
twitter,-,"Serão necessários quase 40 anos-luz p/ chegar aos novos planetas descobertos pela NASA. Se 1 mês de luz já é uma fortuna, imaginem 40 anos!",fortuna et al,2019,0,0
twitter,-,"@user @user caso de um não, eu vejo na tv tb como os gays morrem.. por puro ciume do companheiro..",fortuna et al,2019,1,1
twitter,-,"@user @user ñ são,e isso é injusto.se eu tiver filho gay, trans,etc,eu não expulsaria. + eu fui expulsa de casa e sou hétero",fortuna et al,2019,0,0
twitter,-,"@user @user isso foi crime, pode-se dizer de homofobia e isso é um absurdo",fortuna et al,2019,0,0
twitter,-,@user @user isso é um absurdo tb,fortuna et al,2019,0,0
twitter,-,"@user @user  eu tb fui expulsa, pelo meu padrasto e ele não me deu nenhum motivo.. eu simplesmente tive q sair de casa",fortuna et al,2019,0,0
twitter,-,"@user @user caras, foi bom falar com vcs, mas eu preciso sair... Valeu pela conversa",fortuna et al,2019,0,0
twitter,-,O @user é tão lixo que está acusando o @user de ser o mandante da exposição da filha da Maria do Rosário,fortuna et al,2019,0,0
twitter,-,a própria culpada pela exposição é a filha da Maria do Rosário que postava fotos com drogas e nudes em seu próprio instagram,fortuna et al,2019,0,0
twitter,-,@user e onde a espécie humana se reproduz? No saco ou no útero?,fortuna et al,2019,0,0
twitter,-,"RT @user @user  A propria filha de 16 anos que se expõe na internet, bebada, drogada e semi nua. Se acionar a PF é capa _",fortuna et al,2019,0,0
twitter,-,Desconfio que a NASA só não anunciou ter descoberto vida num dos 7 planetas com receio que o Trump mandasse construir outro muro...,fortuna et al,2019,0,0
twitter,-,"@user @user o q Levy quis dizer é: se um homem ejacular no cu não acontece nada,se ejacular no canal vaginal é capaz d reproduzir",fortuna et al,2019,0,0
twitter,-,RT @user Levy Fidelix pode pagar 25 trilhões e o aparelho excretor vai continuar igual,fortuna et al,2019,0,0
twitter,-,"RT @user Tem gente comemorando que Levy Fidelix foi multado, estão achando que  isso vai fazer o aparelho excretor começar a rep _",fortuna et al,2019,0,0
twitter,-,"RT @user Com todo respeito... no dia que sair uma criança pelo mesmo lugar de onde saem as fezes dos humanos, o Levy Fidelix pod _",fortuna et al,2019,0,0
twitter,-,"RT @user Quem aplaude a decisão da justiça que condenou Levy Fidelix por homofobia, não entende nada sobre ditadura e muito menos sobr _",fortuna et al,2019,0,0
twitter,-,"RT @user YouTuber cospe na boca do gato = ONGs se indignam, fazem campanha
Filha da deputada do PT coloca maconha na boca do cachorro _",fortuna et al,2019,0,0
twitter,-,RT @user O maior ato feminista de 2017 até o momento foi o de Marine Le Pen se recusando a se curvar as imposições machistas islâmi _,fortuna et al,2019,0,0
twitter,-,"Reação da esquerda quando o fotografo invadiu a privacidade do @user e do @user  -  ""OK"" ""hahahha fascistas"" e etc...",fortuna et al,2019,0,0
twitter,-,"-Levy Fidelix, cu de mulher reproduz?
-Não?
-Caso encerrado!",fortuna et al,2019,0,0
twitter,-,"RT @user @user por tras do twitter só tem maconheiro, eles fazem de tudo pra tirar os reaças do site",fortuna et al,2019,0,0
twitter,-,"-Levy Fidelix , cu de homem trans e cis,de gay,de mulher trans e cis,de lésbica,de náo-binário,fluído, etc, reproduz?
-Não
-Absolvido!",fortuna et al,2019,0,0
twitter,-,@user @user Cadeia??? Onde vc viu isso?,fortuna et al,2019,0,0
twitter,-,Quem estupra ou mata é vítima da sociedade. Quem dá share em post público de mídia social é criminoso. Tem algo muito errado aí.,fortuna et al,2019,0,0
twitter,-,"""Muitas pessoas não sabem que mais de 20% dos cidadãos israelenses são palestinos. Eles vivem dentro do Estado,... https://t.co/uxF0u75rJM",fortuna et al,2019,0,0
twitter,-,"RT @user  “Filha de petista posta foto em que coloca maconha na boca de cachorro” 
https://t.co/IM7rD0DG4f https://t.co/aQzcr _",fortuna et al,2019,0,0
twitter,-,"RT @user TÁ CERTA A MARIA DO CORSÁRIO, TEM QUE PROCESSAR ESSE CACHORRO SAFADO QUE ROUBOU O CIGARRINHO DA SUA INOCENTE FILHA. #PAZ _",fortuna et al,2019,0,0
twitter,-,@user @user ent que vc se expressasse direito...,fortuna et al,2019,0,0
twitter,-,"Pela primeira vez esta época, um jogador do Porto foi expulso! Aposto que este árbitro não treina na Maia, nem tem talhos em Guimarães...",fortuna et al,2019,0,0
twitter,-,"TEM VERGONHA DO PAI QUE DIRIGE UM MONZA 94
MAS POSTA PHOTO NO INSTA FUMANDO DROGA COM O NAMORADINHO FANQUERO:
A POPULAR MARMITA DE VAGABUNDO",fortuna et al,2019,0,0
twitter,-,"RT @user PALHAÇOS! A secretaria da justiça e da cidadania de SP, multa Levy Fidelix por discriminação homofobica. Entra com uma _",fortuna et al,2019,0,0
twitter,-,"@user nossa, cada vez mais bizarro o que a esquerda inventa...",fortuna et al,2019,0,0
twitter,-,"RT @user UM LEITOR DISSE: a democracia no Brasil presupõe q você ñ tem direito a opinião, a ñ ser, q concorde com a ideologia de _",fortuna et al,2019,0,0
twitter,-,RT @user O q Levy Fidelix disse: O APARELHO EXCRETOR NÃO REPRODUZ.Onde está a homofobia e a mentira? Em lugar nenhum.Cambada de _,fortuna et al,2019,1,1
twitter,-,"Aula de biologia em universidade Federal..
""...e hoje vamos aprender como é gerado um feto dentro da próstata do homem...""",fortuna et al,2019,0,0
twitter,-,"Nós não elegemos MP para sermos ""legislados""  por eles
Absurdo esse processo.O prefeito e os vereadores  de... https://t.co/tWyAGDukec",fortuna et al,2019,0,0
twitter,-,"Macumba contra filhos de Deus,NÃO PEGA.Nos somos remidos com o sangue de Cristo. Isso não é perseguição religiosa... https://t.co/SACLU0vvTT",fortuna et al,2019,0,0
twitter,-,"Homem branco hétero cisgênero, me oprimindo durante Protesto pela Revogação do Estatuto do Desarmamento.. _ https://t.co/FWeyMFDQWb",fortuna et al,2019,0,0
twitter,-,#AlexandredeMorais é novo ministro do #STF. Somente 13 senadores rejeitaram seu nome. 13 PESSOAL.KKK KKKKKKKKK,fortuna et al,2019,0,0
twitter,-,"Quando estás num primeiro date com uma miúda e do nada ela diz ""também já te vês a casar comigo e a ter filhos lind _ https://t.co/cMcx1guTHp",fortuna et al,2019,0,0
twitter,-,"#Parabéns !!!!! Luciano Azevedo (PPS), prefeito de Passo Fundo (RS), resolveu pegar a verba de R$ 400 mil que... https://t.co/sYBMBweeh7",fortuna et al,2019,0,0
twitter,-,"A vergonha do Paraná, tem foro privilegiado e continua enganado o povo Brasileiro. #Senadora171. https://t.co/8HvUIQESSJ",fortuna et al,2019,0,0
twitter,-,"Excelente pergunta! Cidade abandonada!! Centro completamente dominado por camelôs, agentes da CET Rio sumiram do tr _ https://t.co/z66lz9CSD8",fortuna et al,2019,0,0
twitter,-,"As feministas me odeiam
Não se preocupem, eu odeio elas também...",fortuna et al,2019,1,1
twitter,-,"@user Tb não entendo.. Concordo com vc.,",fortuna et al,2019,0,0
twitter,-,"Comentou com ""ata"" , já sei que é feminista muxibenta...
AHH, VÃO LAVAR A LOUÇA SUAS MAL AMADAS!!!!",fortuna et al,2019,1,1
twitter,-,O #ColégioDomPedroII chegou ao fim do poço.Vejam o cartaz colocado na unidade do centro no RJ. _ https://t.co/MJIuXGcT92,fortuna et al,2019,0,0
twitter,-,"feministas deveriam passar 18 horas por dia lavando louça, sem descanso!",fortuna et al,2019,1,1
twitter,-,#Extra #DonaldTRUMP revogou a ordem de #Obama  e retirou os banheiros transgêneros das escola. parabéns... https://t.co/pDNr2gXXeu,fortuna et al,2019,1,1
twitter,-,@user me senti segura nesse dia  https://t.co/UzcdIOTIYc,fortuna et al,2019,0,0
twitter,-,Parabéns!!!!Que o mundo copie e não permitam está insanidade. #TrumpEuApoio. _ https://t.co/NQf6uSIj8l,fortuna et al,2019,0,0
twitter,-,@user  vc tem face?,fortuna et al,2019,0,0
twitter,-,"@user vishii.. eu tive q entrar pelo google, digitar facebook. depois de algumas tentativas consegui entrar na minha conta..ufa",fortuna et al,2019,0,0
twitter,-,@user deve ter uma feminista peluda e bem gorda trabalhando no foicebook... ,fortuna et al,2019,1,1
twitter,-,"@user estou bloqueada na pagina quebrando o tabu, só pq comentei numa postagem deles assim.. ""Página Quebrando o toba.""",fortuna et al,2019,0,0
twitter,-,"@user aff, bando de maconheiros... eles não tem o q fazer...",fortuna et al,2019,0,0
twitter,-,@user eu gritei aqui quando vi HAHAHAHAHAHAHA,fortuna et al,2019,0,0
twitter,-,@user olha de perto a foto que ela dá um sorriso ...,fortuna et al,2019,0,0
twitter,-,"@user vishi.. kkkkkk o pior que essa travesti parece homem.... com muita cara de homem.... 
saudades travesti raiz kkkkkk",fortuna et al,2019,0,0
twitter,-,@user @user eu só quero um fuzil 7.62. só isso ,fortuna et al,2019,0,0
twitter,-,@user tem travesti que parece mais com mulher do que as feministas... pq as feministas parecem macho mal acabados...,fortuna et al,2019,1,1
twitter,-,@user saudades de quando homem era homem e mulher era mulher,fortuna et al,2019,1,1
twitter,-,É sério que a @user vai chamar a Polícia Federal @user ?? https://t.co/B1vo0QChKL,fortuna et al,2019,0,0
twitter,-,@user e a estrelinha q foi substituída por esse coraçãozinho???,fortuna et al,2019,0,0
twitter,-,"Também em #Machico, na Ilha da #Madeira, o #PNR está presente nas autárquicas pela primeira vez. Força _ https://t.co/ExI4LnWXqZ",fortuna et al,2019,0,0
twitter,-,RT @user Jandira Feghali está passando na sua timeline. https://t.co/JGESoKSEQ2,fortuna et al,2019,0,0
twitter,-,@user mas os criminosos não são vítimas da sociedade?,fortuna et al,2019,0,0
twitter,-,"Feminismo é só amor sim, pode confiar... https://t.co/CypMPgCE84",fortuna et al,2019,0,0
twitter,-,@user depois dizem que nos incitamos o ódio na população....,fortuna et al,2019,0,0
twitter,-,"Feministas, o mundo é melhor sem vocês",fortuna et al,2019,1,1
twitter,-,"VAGABUNDO!!! 
Se não tivessem filmado, o que aconteceria aos policiais? https://t.co/gVRktBMxCj via @user",fortuna et al,2019,0,0
twitter,-,quando as feministas vem falar comigo eu jogo ração....,fortuna et al,2019,1,1
twitter,-,@user está assim tanto vento?!,fortuna et al,2019,0,0
twitter,-,@user deixa lá que não é apenas no Algarve...,fortuna et al,2019,0,0
twitter,-,Estas poeiras vindas do norte de África entram impunemente em Portugal e sujam os carros todos. Para quando a construção de um muro?,fortuna et al,2019,1,1
twitter,-,@user o que é que andaste a fumar?!,fortuna et al,2019,0,0
twitter,-,"@user e aspirar, posso?",fortuna et al,2019,0,0
twitter,-,"PRÊMIO PUSKAS? BOLA DE OURO F.I.F.A.? 
GRANDES MERDAS PERTO DISSO. https://t.co/7vP07TbcJS",fortuna et al,2019,0,0
twitter,-,"A NASA ACHOU MAIS 7 PLANETAS 
E VOCÊ AI, QUE NÃO CONSEGUE ACHAR UM SÓ EMPREGO",fortuna et al,2019,0,0
twitter,-,"ALÔ FEMINISTAS:
ATÉ UM SISTEMA SOLAR RESOLVEU APARECER
E O SEU PAI NADA https://t.co/ysRnqpzvOX",fortuna et al,2019,1,1
twitter,-,RT @user Quando lês que o Bruno de Carvalho tem uma namorada nova: https://t.co/3XvB3bFJsF,fortuna et al,2019,0,0
twitter,-,"É SÓ MANDAR UMA SONDA PRA ESSES 3 PLANETAS:
SE NÃO ACHAR PSOL, FUNK, MACONHERO E IUTUBER 
TEM VIDA INTELIGENTE SIM https://t.co/UarqovoMKE",fortuna et al,2019,0,0
twitter,-,"FRACO DEMAIS @user 
FOLIA MESMO É NO BLOCO PORÃO DO DOPS 
#PAZ https://t.co/Y6FAc4FF9R",fortuna et al,2019,0,0
twitter,-,"@user vá lá, não sejas radical.",fortuna et al,2019,0,0
twitter,-,"Em nome da tolerância tudo desculpam, mesmo que as vítimas sejam do seu próprio povo. https://t.co/8BShPSFEeK",fortuna et al,2019,0,0
twitter,-,Desde que o Pinto da Costa deixou de fotografar mamas brasileiras para fotografar pés mexicanos o Porto nunca mais ganhou nada...,fortuna et al,2019,1,1
twitter,-,"Com este anúncio do @user está oficialmente aberto o casting para 4o membro do ""Overdose de Tourette"" https://t.co/azbJun3LxT",fortuna et al,2019,0,0
twitter,-,"E porque hoje é quinta-feira, a RTP decidiu entrevistar o Cavaco. Serviço público seria, pelo menos, respeitarem a memória de Zeca Afonso...",fortuna et al,2019,0,0
twitter,-,Cristas visitou escola pública e sentiu-se chocada c/ estado degradação. Com os colégios colados à pele devia ter ficado Amarela d vergonha.,fortuna et al,2019,0,0
twitter,-,"NA MINHA ÉPOCA NÃO TINHA REDE SOCIAL, PROBLEMATIZAÇÃO, IUTUBERS... A GENTE JOGAVA BOLA, FAZIA SEXO, TRABALHAVA... _ https://t.co/Ga0f0bIBmv",fortuna et al,2019,0,0
twitter,-,"@user Sim, com certeza. De fato, me ""apressei"" um pouco... mas não deixa de ser uma decisão absurda do msm jeito. Abs",fortuna et al,2019,0,0
twitter,-,CHOROU NO BANHO https://t.co/cdgXLHfYED,fortuna et al,2019,0,0
twitter,-,"O cara tá num carro ROUBADO, ao ser parado, sai ATIRANDO contra PM e tem consigo armas e GRANADA! Mas é SUSPEITO (! _ https://t.co/H2cJWz2oQn",fortuna et al,2019,0,0
twitter,-,Sendo comunista assim... até eu! https://t.co/A86gESUy11,fortuna et al,2019,0,0
twitter,-,"#Encontro a feminista se droga, bebê até cair e sai com um cara q conheceu há 2 min, usuário de droga, e depois quer reclamar de assedio...",fortuna et al,2019,1,1
twitter,-,@user basta mostrar o externo,fortuna et al,2019,0,0
twitter,-,"MAIS UM CASO DE CARECAFOBIA.
ATÉ QUANDO? https://t.co/MvBRhsd532",fortuna et al,2019,0,0
twitter,-,"TAMBÉM... SE O CARA CONVIDA PRA ALMOÇAR É ACUSADO DE ASSÉDIO, ESTUPRO ETC... https://t.co/dJkqLniAK4",fortuna et al,2019,0,0
twitter,-,"A procuradora Deborah Duprat diz que A CRIANÇA NÃO PERTENCE A FAMÍLIA???
Dr Miguel Nagib, advogado e responsável... https://t.co/4HuxJq5luH",fortuna et al,2019,0,0
twitter,-,"Advogados ABANDONAM a tal moça que acusou Feliciano de abuso...Agora a tal moça,ataca outros deputado, procurador... https://t.co/O9WcUD3wU4",fortuna et al,2019,0,0
twitter,-,RT @user A intérprete de língua gestual a tentar traduzir da melhor maneira a bela figura de Passos Coelho no parlamento. https://t.co/4r _,fortuna et al,2019,0,0
twitter,-,"ELE NÃO PRECISA DE SOLUÇÃO, PRECISA SER ACEITO.
HOMOFOBIA: ATÉ QUANDO? https://t.co/f8BaQzVtN8",fortuna et al,2019,0,0
twitter,-,"Não reclame d assédio,se vc sai c/ um pervetido sexual q conheceu há 2 min. e exije q ele te respeite, mesmo vc estando alcoolizada /drogada",fortuna et al,2019,1,1
twitter,-,"@user agora que tu falas nisso, até faz sentido...",fortuna et al,2019,0,0
twitter,-,"@user faço isso todas as noites, mas não resulta...",fortuna et al,2019,0,0
twitter,-,"É reconfortante saber que o Banco de Portugal, mesmo já não fabricando moeda há 15 anos, continua a contratar...",fortuna et al,2019,0,0
twitter,-,RT @user O mais surpreendente nessa história da filha da Maria do Rosário é saber que a deputada não é virgem,fortuna et al,2019,1,1
twitter,-,@user eu pensei o mesmo....,fortuna et al,2019,0,0
twitter,-,"O BLOCO PORÃO DO DOPS É BEM MAIS ANIMADO...
VENHA CAIR NESSA FOLIA @user #PAZ https://t.co/bIwPH4RQFy",fortuna et al,2019,0,0
twitter,-,"Ranieri,o treinador do título impossivel do Leicester,foi despedido.
Pelo menos o SCP n tem esse problema.Nunca despede treinadores campeões",fortuna et al,2019,0,0
twitter,-,"A campanha continua...#EducacaoSemIdeologiaDeGenero.
https://t.co/O6DVICQISp .Acesse e adquira dois livros de... https://t.co/0BvDHJMUm7",fortuna et al,2019,1,1
twitter,-,Curitiba realizando casamento comunitário é Brasília realizando #DivórcioComunitário.,fortuna et al,2019,0,0
twitter,-,PRENDAM ESSA PSICOPATA!!! https://t.co/NaAFWT0GjC,fortuna et al,2019,0,0
twitter,-,"Aí não é """"suspeito"""", né seus VAGABUNDOS!?!! É ""comprovado"". 
Mas se for bandido ATIRANDO contra PM em carro ROUB _ https://t.co/aj3PkB9oBH",fortuna et al,2019,0,0
twitter,-,S&P 500 Atinge Alta Após Trump Reforçar Promessa de Empregos' https://t.co/tlXWL7HHOi https://t.co/ew5bHTEMAl,fortuna et al,2019,0,0
twitter,-,Sete pessoas baleadas e mortas ontem em Chicago. O que está acontecendo lá? Totalmente fora de controle. Chicago pr _ https://t.co/A8LYAJAatr,fortuna et al,2019,0,0
twitter,-,Grande entrevista hoje à noite com Henry Kravis no Conselho de Negócios de Washington. Ansioso para o momento! https://t.co/wJSDOWxhLj,fortuna et al,2019,0,0
twitter,-,RT @user @user As mulheres de direita sempre são lindas! haha,fortuna et al,2019,0,0
twitter,-,RT @user Esse merece RT... já que a imprensa não faz questão de divulgar.. https://t.co/zkU97HPvI9,fortuna et al,2019,0,0
twitter,-,"RT @user Assistam o Hangout! 
@user @user 
@user @user @user @user @user ht _",fortuna et al,2019,0,0
twitter,-,RT @user Essa putaria deveria ser investigada pela polícia. https://t.co/gAUCin3iPH,fortuna et al,2019,0,0
twitter,-,"@user obrigada, publiquei e enviei para outros sites ",fortuna et al,2019,0,0
twitter,-,"a feminista pode até dar a alma dela no primeiro encontro, mas por favor  #usecamisinha , seja uma puta consciente!",fortuna et al,2019,0,0
twitter,-,@user estou preparada já https://t.co/R5iTupPnzo,fortuna et al,2019,0,0
twitter,-,"Hj toda a gente vai publicar fotos dos filhos com máscaras d Carnaval no FB.
Como é q 1 pedófilo trabalhava antes d existirem redes sociais?",fortuna et al,2019,0,0
twitter,-,Parabéns!!! Cidade de #Ariquemes na luta contra a ideologia de gênero.A sociedade se organizou para apoiar o... https://t.co/bc9PCAI5HN,fortuna et al,2019,0,0
twitter,-,"Esta notícia é de DEZEMBRO, notícia Velha.Mas por falta de assunto, a Isto é publicou novamente ,para difamar o... https://t.co/5B9UDtkY3J",fortuna et al,2019,0,0
twitter,-,"RT @user Parabéns, mesmo! https://t.co/sr60ipyxIU",fortuna et al,2019,0,0
twitter,-,"@user faltando assunto?Que feio, requentar notícia kkkkk Perseguir @user  é IBOPE negativo seus t _ https://t.co/fuKTfrgsY3",fortuna et al,2019,0,0
twitter,-,"Antes de irem atrás de notícia requentada, desonesta intelectualmente da @user assista este vídeo do _ https://t.co/9wGGXxs1GD",fortuna et al,2019,0,0
twitter,-,RT @user Oque houve com o vídeo @user ? https://t.co/34CuRyHTOd,fortuna et al,2019,0,0
twitter,-,"CHEGOU SEXTA FEIRA:
ÁLCOOL
PROSTITUTAS
XIS BÊICON
ARMAS DE FOGO
MARCHINHAS OFENSIVAS
(VÁLIDO APÓS O HORÁRIO COMERCIAL)
BOM DIA #usecamisinha",fortuna et al,2019,0,0
twitter,-,"Aviso: hoje na Suécia, amanhã em Portugal.
Só o #PNR pode evitar isto no nosso país!
#Sweden @user https://t.co/7WNiOY1LFc",fortuna et al,2019,0,0
twitter,-,RT @user O presidente a ser o presidente https://t.co/o3NexsMyIs,fortuna et al,2019,0,0
twitter,-,"Um combate longo que trará muitos frutos.
#PNR #Pexit #EuropaDasNaçõesLivres https://t.co/DjX24N4Y4T",fortuna et al,2019,0,0
twitter,-,VÃO TOMAR NO CU TODOS VOCÊS! https://t.co/AVb2bMjMGR,fortuna et al,2019,0,0
twitter,-,Aquela campainha q se ouve nos directos da Assembleia d República serve para nos recordar que aquilo não passa de um dispendioso infantário.,fortuna et al,2019,0,0
twitter,-,AFINAL O TIME DO PRESÍDIO PRECISA DE GOLEIRO... https://t.co/wPxhSyvGDK,fortuna et al,2019,0,0
twitter,-,"Geração palavras machucam
Já me cansei disso
Ñ posso falar nada q o cara ofendido para d falar comigo
VÊ SE VIRA HOMEM RAPA,DEIXA D FRESCURA",fortuna et al,2019,0,0
twitter,-,"SAIU A PROGRAMAÇÃO CARNAVALESCA DO GOLEIRO BRUNO:
COME MACARRÃO
ENGRAVIDAR A NAMORADA
JOGA MATA MATA
ALIMENTAR O CACHORRO
ENTERRO DOS OSSOS",fortuna et al,2019,0,0
twitter,-,Você não estará sendo machista se for uma mulher e bater em uma feminista https://t.co/jzavkOawBL,fortuna et al,2019,1,1
twitter,-,"NUNCA PENSEI EM DIZER ISSO.MAS,VAMOS COPIAR OS EUA. AGORA PODEMOS!!!.
#Trump Quer Ação Maior _ https://t.co/f1lzzFAUkU",fortuna et al,2019,0,0
